s_no,company_name_developer_operator,project_name,status,district,state,latitude,longitude,end_use,expected_announced_capacity_in_kilo_tonnes_per_annum_ktpa,expected_announced_capacity_electrolyser_capacity_mw,expected_announced_capacity_biomass_waste_feedstock_volume_tpd,completion_year_if_completed_expected_completion_date,source,source_table,source_url,retrieved_at_utc
230,nan,RBM Infracon Bhuj Hydrogen Project,Announced,nan,nan,nan,nan,Green Hydrogen,710,5.000,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
231,RBM Infracon,RBM Infracon Jamnagar Hydrogen Project,Announced,Jamnagar,Gujarat,22.499687,70.00176,Hydrogen,-,7.50,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
232,RBM Infracon,RBM Infracon Kutch Hydrogen Project,Announced,Kachchh,Gujarat,23.780214,69.774716,Hydrogen,-,7.50,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
233,nan,REFPL - Odisha Green Hydrogen Project,Announced,"Malkangiri, Odisha",nan,nan,nan,Methanol production,100000,704.225,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
234,nan,REFPL - Rayagada Odisha Green Hydrogen Project,Announced,"Rayagada, Odisha",nan,nan,nan,Methanol production,300000,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
235,nan,Reliance Industries - Green Hydrogen Ecosystem Gujarat,Announced,Gujarat - Kutch,nan,nan,nan,nan,-,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
236,Reliance Industries Limited,Reliance Industry Limited Maharashtra Hydrogen Project,Announced,nan,Maharashtra,nan,nan,Hydrogen,100,634.2,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
237,nan,ReNew - GH2 Project Kerala,Announced,"Vizhinjam, Kerala",nan,nan,nan,Ammonia production,220000,2000.000,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
238,nan,ReNew E-Fuels Private Limited - ReNew Paradip Green Ammonia Project,Announced,"Paradeep, Odisha",nan,nan,nan,Green Ammonia Production,20000,140.800,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
239,ReNew Efuels/ JERA,ReNew Efuels/ Jera Paradip Hydrogen Project,Announced,Jagatsinghpur,Odisha,20.27458131,86.67439992,Ammonia,17.65,111.94,-,2030.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
240,nan,ReNew Energy-JERA Green Ammonia Project,Announced,nan,nan,nan,nan,Green Ammonia Production,100000,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
241,ReNew Efuels/ Energy,ReNew Gopalpur Project - Phase I,Announced,Ganjam,Odisha,19.26613096,84.86111467,Ammonia,19.33,122.57,-,2027.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
242,ReNew Efuels/ Energy,ReNew Gopalpur Project - Phase II,Announced,Ganjam,Odisha,19.26613096,84.86111467,Ammonia,96.63,612.85,-,2029.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
243,ReNew Efuels/ Energy,ReNew Gopalpur Project - Phase III,Announced,Ganjam,Odisha,19.26613096,84.86111467,Ammonia,96.63,612.85,-,2031.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
244,ReNew Efuels/ Energy,ReNew Kakinada Project - Phase I,Announced,Kakinada,Andhra Pradesh,16.94620802,82.26018933,Ammonia,19.33,122.57,-,2027.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
245,ReNew Efuels/ Energy,ReNew Kakinada Project - Phase II,Announced,Kakinada,Andhra Pradesh,16.94620802,82.26018933,Ammonia,96.63,612.85,-,2029.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
246,ReNew Efuels/ Energy,ReNew Kakinada Project - Phase III,Announced,Kakinada,Andhra Pradesh,16.94620802,82.26018933,Ammonia,96.63,612.85,-,2031.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
247,ReNew Efuels/ Energy,ReNew Kandla Project - Phase I,Announced,Kachchh,Gujarat,23.01707763,70.20731679,Ammonia,19.33,122.57,-,2027.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
248,ReNew Efuels/ Energy,ReNew Kandla Project - Phase II,Announced,Kachchh,Gujarat,23.01707763,70.20731679,Ammonia,96.63,612.85,-,2029.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
249,ReNew Efuels/ Energy,ReNew Kandla Project - Phase III,Announced,Kachchh,Gujarat,23.01707763,70.20731679,Ammonia,96.63,612.85,-,2031.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
250,ReNew Energy Global PLC,ReNew Malkangiri Hydrogen Project - Phase I,Under construction,Malkangiri,Odisha,18.35492,81.885565,Methanol,50,317.10,-,2027.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
251,ReNew Energy Global PLC,ReNew Malkangiri Hydrogen Project - Phase II,Announced,Malkangiri,Odisha,18.35492,81.885565,Methanol,50,317.10,-,2029.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
252,nan,ReNew Power - Karnataka Green Hydrogen Projects,Announced,Karnataka - Mangaluru,nan,nan,nan,Ammonia production,200000,1406.000,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
253,nan,Renew Power - Madhya Pradesh Green Hydrogen Plant,Announced,Madhya Pradesh,nan,nan,nan,Green Hydrogen,50000,352.113,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
254,ReNew Efuels/ Energy,ReNew Tuticorin Project - Phase I,Announced,Thoothukudi,Tamil Nadu,8.756324914,78.17907263,Ammonia,19.33,122.57,-,2027.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
255,ReNew Efuels/ Energy,ReNew Tuticorin Project - Phase II,Announced,Thoothukudi,Tamil Nadu,8.756324914,78.17907263,Ammonia,96.63,612.85,-,2029.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
256,ReNew Efuels/ Energy,ReNew Tuticorin Project - Phase III,Announced,Thoothukudi,Tamil Nadu,8.756324914,78.17907263,Ammonia,96.63,612.85,-,2031.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
257,ReNew Energy Global PLC,ReNew Vizhinjam Hydrogen Project - Phase I,Announced,Thiruvananthapuram,Kerala,8.370762,76.991876,Ammonia,17.65,111.94,-,2030.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
258,ReNew Energy Global PLC,ReNew Vizhinjam Hydrogen Project - Phase II,Announced,Thiruvananthapuram,Kerala,8.370762,76.991876,Ammonia,88.25,559.68,-,2033.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
259,ReNew Energy Global PLC,ReNew Vizhinjam Hydrogen Project - Phase III,Announced,Thiruvananthapuram,Kerala,8.370762,76.991876,Ammonia,88.25,559.68,-,2036.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
260,Sadhana Nitro Chem Ltd,Sadhana Nitro Chem Hydrogen Project,Announced,nan,nan,nan,nan,Hydrogen,-,20.00,-,2029.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
261,nan,Sembcorp - Green Hydrogen/Ammonia Plant,Announced,nan,nan,nan,nan,Green Ammonia- Export to Japan,200000,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
262,Sembcorp Industries Ltd,Sembcorp Gopalpur (Odisha) Hydrogen Project,Announced,Ganjam,Odisha,19.233935,84.870756,Ammonia,127.08,805.94,-,2028.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
263,nan,Sembcorp Green Hydrogen India - Green Ammonia Project Odisha,Announced,nan,nan,nan,nan,Ammonia Production,720000,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
264,Sembcorp Industries Ltd,Sembcorp Thoothukudi Hydrogen Project,Announced,Thoothukudi,Tamil Nadu,8.756517555,78.17978876,Ammonia,35.3,223.87,-,2029.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
265,nan,Shell - Bengaluru Green Hydrogen Project,Commissioned,Karnataka - Bangalore,nan,nan,nan,Green Hydrogen,219000,1.000,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
266,Shell plc/ Ceres Power,Shell Bengaluru Hydrogen Project,Under construction,nan,nan,nan,nan,nan,2.19,10.00,-,2029.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
267,Shell plc/ Ceres Power,Shell Bengaluru Hydrogen Project (Demo),Commissioned,Bengaluru Urban,Karnataka,13.15612986,77.70270023,Hydrogen,0.22,1.00,-,2025.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
268,nan,Shreetech Data Mayurbhanj Hydrogen Project,Announced,nan,nan,nan,nan,Green Hydrogen,-,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
269,nan,SIGHT: Green Ammonia- Krishana Phoschem Limited- NTPC REL,Announced,"Meghnagar, Madhya Pradesh",nan,nan,nan,Fertilizer,12320,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
270,nan,SIGHT: Green Ammonia- Madhya Bharat Agro Products Limited-III SCC Infrastructure Pvt Ltd,Announced,"Dhule, Madhya Pradesh",nan,nan,nan,Fertilizer,12320,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
271,BSBK Pvt. Ltd/ Ten Eight Investment/ IIT Bhilai,"Simplex Castings Ltd (Consortium member: BSBK Pvt. Ltd., Ten Eight Investment, IIT Bhilai) -Steel Pilot Project",Announced,nan,nan,nan,nan,Hydrogen,14.6,-,-,2027.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
272,The Singareni Colleries Company Limited,Singareni Collieries Ramagundam Hydrogen Project,Announced,Peddapalli,Telangana,18.7567116,79.51466009,Hydrogen,1.83,11.57,-,2031.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
273,SGEL Assam Renewable Energy Ltd,SJVN Green Energy Assam Hydrogen Project,Announced,Sonitpur,Assam,26.77165148,92.70457761,Hydrogen,-,25.00,-,2031.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
274,SJVN Ltd,SJVN Himachal Pradesh Hydrogen Plant,Commissioned,Shimla,Himachal Pradesh,31.497444,77.70793,Hydrogen,0.01,0.09,-,2024.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
275,nan,SJVN Limited -NJHPS Multi-purpose GH2 Pilot Project,Commissioned,"Jhakri, Himachal Pradesh",nan,nan,nan,Green Hydrogen generation,4.34,0.100,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
276,Southern Petrochemical Industries Corp Ltd,Southern Petrochemical Industries Corporation Thoothukudi Hydrogen Plant,Announced,Thoothukudi,Tamil Nadu,8.74036,78.13856,Ammonia,9.66,61.28,-,2026.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
277,Spray Engineering Devices Ltd,Spray Engineering Nalagarh Hydrogen Project Phase 1,Announced,Solan,Himachal Pradesh,30.967158,76.79172,Hydrogen,-,30.00,-,2031.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
278,Spray Engineering Devices Ltd,Spray Engineering Nalagarh Hydrogen Project Phase 2,Announced,Solan,Himachal Pradesh,30.967158,76.79172,Hydrogen,-,20.00,-,2033.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
279,nan,STL &amp; Hygenco GH2 Production Facility,Announced,nan,nan,nan,nan,GH2 Production,-,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
280,nan,Suzuki and Yamanashi - Hydrogen Manesar Project,Announced,nan,nan,nan,nan,nan,-,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
281,Synergen Green,Synergen Green India Hydrogen Project,Announced,nan,nan,nan,nan,Ammonia,38.65,250.00,-,2028.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
282,Tamil Nadu Generation and Distribution Corporation Limited / Greenzo,TANGEDCO Vayalur Green Hydrogen Project,Announced,Thiruvallur,Tamil Nadu,13.291441,80.310475,Hydrogen,0.01,0.09,-,2026.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
283,nan,Tata Steel SEZ- Hygenco GNH3 and GH2 project,Announced,nan,nan,nan,nan,Green Ammonia and hydrogen production,1000000,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
284,Tehri Hydro Development Corporation Limited / Advait Energy Transitions Ltd,THDC India Ltd Rishikesh Green Hydrogen Project,Commissioned,Dehradun,Uttarakhand,30.085913,78.290048,Hydrogen,0.44,0.3,-,2024.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
285,Tehri Hydro Development Corporation Limited / MAHAGENCO,THDCIL - THDC India Ltd/ MAHAGENCO Maharashtra Hydrogen Plant,Announced,nan,Maharashtra,nan,nan,Hydrogen,50,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
286,Pune Municipal Corporation/ TheGreenBillions Ltd,TheGreenBillions Pune Hydrogen Plant,Stalled,Pune,Maharashtra,18.51040253,73.91569005,Hydrogen,3.65,-,350,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
287,nan,Thermax and FFI - Green Hydrogen Projects MoU,Announced,nan,nan,nan,nan,nan,-,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
288,nan,THINK Gas - City Gas,Announced,Madhya Pradesh,nan,nan,nan,Blending with Natural Gas,550,5.000,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
289,Torrent Power Ltd,Torrent Group Vision,Announced,nan,nan,nan,nan,Ammonia,61.78,391.77,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
290,Torrent Power Ltd,Torrent Power Banaskantha/ Dahej Hydrogen Project,Announced,nan,Gujarat,nan,nan,Ammonia,17.65,111.94,-,2027.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
291,nan,Torrent Power Limited - 100 KTPA Green Ammonia Production Project,Announced,nan,nan,nan,nan,Green Ammonia production,50000,352.100,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
292,Trafalgar Square Capital,Trafalgar Square Capital Lucknow Green Hydrogen Project,Announced,Lucknow,Uttar Pradesh,26.887798,81.011842,Hydrogen,10,63.42,-,2030.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
293,nan,Trafalgar Square Lucknow Hydrogen Project,Announced,nan,nan,nan,nan,Green Hydrogen,10000,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
294,Umwelt Energy,Umwelt Energy Green Methanol Tamil Nadu Plant,Announced,nan,Tamil Nadu,nan,nan,Methanol,39.64,158.55,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
295,VIBGYOR Group of Schools,VIBGYOR Group Bangalore Hydrogen Plant,Announced,Bengaluru Urban,Karnataka,12.966194,77.691834,Hydrogen,0.15,1.00,-,2026.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
296,VOC/ GH2 Solar,VOC Port / GH2 Solar Project,Commissioned,Thoothukudi,Tamil Nadu,8.473,78.1215,Hydrogen,-,0.05,-,2025.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
297,Biezel Green Energy Pvt Ltd,Watomo Energies/ Biezel Green Energy Khandwa Hydrogen Project,Announced,Khandwa,Madhya Pradesh,21.831602,76.350612,Hydrogen,0.37,-,30,2028.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
298,h2e Power Systems Pvt Ltd/ Ways2H Inc,Ways2H & h2e Power Systems Pune Hydrogen Project,Announced,Pune,Maharashtra,18.549284,73.832735,Hydrogen,0.37,-,10,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
299,nan,WBPDCL - Green Hydrogen Plant Durgapur,Announced,West Bengal - Durgapur,nan,nan,nan,nan,-,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
300,Welspun Corp Ltd,Welspun Gujarat Hydrogen Project-Phase I,Announced,Kachchh,Gujarat,23.022781,70.208693,Ammonia,17.65,111.94,-,2027.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
301,Welspun Corp Ltd,Welspun Gujarat Hydrogen Project-Phase II,Announced,Kachchh,Gujarat,23.022781,70.208693,Ammonia,158.85,1007.42,-,2030.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
302,nan,Welspun New Energy Bulandshahr Hydrogen Project,Announced,nan,nan,nan,nan,Green Ammonia,-,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
303,Welspun Corp Ltd,Welspun New Energy Kendrapada Hydrogen Project-Phase I,Announced,Cuttack,Odisha,20.498792,86.418031,Ammonia,17.65,111.94,-,2027.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
304,Welspun Corp Ltd,Welspun New Energy Kendrapada Hydrogen Project-Phase II,Announced,Cuttack,Odisha,20.498792,86.418031,Ammonia,105.9,671.61,-,2030.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
305,nan,Welspun New Energy Limited - Green Ammonia Project,Announced,nan,nan,nan,nan,Ammonia production,700000,-,-,nan,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
306,WorldOne Energies,WorldOne Energies Nagpur Hydrogen Plant,Announced,Nagpur,Maharashtra,21.17371713,79.05767343,Hydrogen,-,2.50,-,2028.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
307,YamnaCo Ltd,YamnaCo Ltd - Andhra Pradesh Green Ammonia,Announced,Krishnapatnam,Andhra Pradesh,14.25318206,80.12125844,Ammonia,176.5,1119.36,-,2031.0,NGHM project portal,1,https://nghm.mnre.gov.in/project?language=en,2026-06-19T02:46:56+00:00
